movie_id,title,genres,overview
5742,First Monday in October (1981),Comedy|Drama,A Comedy and Drama film.
5745,"Four Seasons, The (1981)",Comedy|Drama,A Comedy and Drama film.
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,A Action and Horror and Mystery and Sci-Fi film.
5747,Gallipoli (1981),Drama|War,A Drama and War film.
5749,Ghost Story (1981),Drama|Horror,A Drama and Horror film.
5752,Gregory's Girl (1981),Comedy|Romance,A Comedy and Romance film.
5755,Happy Birthday to Me (1981),Horror|Mystery,A Horror and Mystery film.
5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller,A Drama and Horror and Sci-Fi and Thriller film.
5767,Teddy Bear (Mis) (1981),Comedy|Crime,A Comedy and Crime film.
5768,Modern Problems (1981),Comedy|Fantasy,A Comedy and Fantasy film.
5771,My Bloody Valentine (1981),Drama|Horror|Thriller,A Drama and Horror and Thriller film.
5772,My Dinner with André (1981),Drama,A Drama film.
5773,Neighbors (1981),Comedy,A Comedy film.
5779,Piranha II: The Spawning (1981),Horror|Sci-Fi,A Horror and Sci-Fi film.
5780,Polyester (1981),Comedy,A Comedy film.
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,A Action and Drama and Thriller film.
5784,Ghost Ship (2002),Horror,A Horror film.
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,A Action and Comedy and Documentary film.
5786,Paid in Full (2002),Action|Drama,A Action and Drama film.
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,A Mystery and Thriller film.
5788,All or Nothing (2002),Drama,A Drama film.
5791,Frida (2002),Drama|Romance,A Drama and Romance film.
5792,Roger Dodger (2002),Comedy|Drama,A Comedy and Drama film.
5796,Casino Royale (1967),Action|Adventure|Comedy,A Action and Adventure and Comedy film.
5797,"Company of Wolves, The (1984)",Fantasy|Horror,A Fantasy and Horror film.
5799,Exodus (1960),Drama|Romance|War,A Drama and Romance and War film.
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,A Comedy and War film.
5802,"World of Henry Orient, The (1964)",Comedy,A Comedy film.
5803,I Spy (2002),Action|Adventure|Comedy|Crime,A Action and Adventure and Comedy and Crime film.
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,A Children and Comedy and Fantasy and Romance film.
5809,Femme Fatale (2002),Crime|Thriller,A Crime and Thriller film.
5810,8 Mile (2002),Drama,A Drama film.
5812,Far from Heaven (2002),Drama|Romance,A Drama and Romance film.
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,A Adventure and Fantasy film.
5817,Ararat (2002),Drama|War,A Drama and War film.
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance,A Drama and Romance film.
5820,Standing in the Shadows of Motown (2002),Documentary|Musical,A Documentary and Musical film.
5826,Rio Grande (1950),Romance|Western,A Romance and Western film.
5828,Blackrock (1997),Drama|Thriller,A Drama and Thriller film.
5829,Men with Brooms (2002),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
5833,Dog Soldiers (2002),Action|Horror,A Action and Horror film.
5836,Houseboat (1958),Comedy|Romance,A Comedy and Romance film.
5838,Madame Bovary (1991),Drama,A Drama film.
5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama,A Adventure and Drama film.
5840,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama,A Comedy and Drama film.
5841,Return to the Blue Lagoon (1991),Adventure|Romance,A Adventure and Romance film.
5843,Toy Soldiers (1991),Action|Drama,A Action and Drama film.
5847,Ragtime (1981),Drama,A Drama film.
5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,A Comedy film.
5853,Scanners (1981),Horror|Sci-Fi|Thriller,A Horror and Sci-Fi and Thriller film.
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
5863,Take This Job and Shove It (1981),Comedy,A Comedy film.
5867,Thief (1981),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
5872,Die Another Day (2002),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
5873,The Emperor's Club (2002),Drama,A Drama film.
5874,Friday After Next (2002),Comedy,A Comedy film.
5875,Personal Velocity (2002),Drama,A Drama film.
5876,"Quiet American, The (2002)",Drama|Thriller|War,A Drama and Thriller and War film.
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,A Drama and Romance film.
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical,A Animation and Comedy and Musical film.
5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller,A Action and Adventure and Crime and Thriller film.
5881,Solaris (2002),Drama|Romance|Sci-Fi,A Drama and Romance and Sci-Fi film.
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,A Adventure and Animation and Children and Sci-Fi and IMAX film.
5883,They (2002),Horror|Thriller,A Horror and Thriller film.
5884,Chopper Chicks in Zombietown (1989),Comedy|Horror,A Comedy and Horror film.
5888,Brother (Brat) (1997),Crime|Drama,A Crime and Drama film.
5889,"Cruel Romance, A (Zhestokij Romans) (1984)",Drama|Romance,A Drama and Romance film.
5890,Elling (2001),Comedy|Drama,A Comedy and Drama film.
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller,A Horror and Thriller film.
5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
5896,New Waterford Girl (1999),Comedy,A Comedy film.
5899,Zulu (1964),Action|Drama|War,A Action and Drama and War film.
5900,Analyze That (2002),Comedy|Crime,A Comedy and Crime film.
5901,Empire (2002),Crime|Drama,A Crime and Drama film.
5902,Adaptation (2002),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,A Comedy and Drama and Horror film.
5912,Hit the Bank (Vabank) (1981),Comedy|Crime,A Comedy and Crime film.
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,A Action and Drama and War film.
5919,Android (1982),Sci-Fi,A Sci-Fi film.
5922,Attila (Attila Flagello di Dio) (1982),Action,A Action film.
5925,"Beast Within, The (1982)",Horror,A Horror film.
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,A Comedy and Drama and Musical and Romance film.
5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance,A Comedy and Romance film.
5932,Burden of Dreams (1982),Documentary,A Documentary film.
5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,A Comedy and Crime and Mystery and Thriller film.
5941,Drumline (2002),Comedy|Drama|Musical|Romance,A Comedy and Drama and Musical and Romance film.
5942,"Hot Chick, The (2002)",Comedy,A Comedy film.
5943,Maid in Manhattan (2002),Comedy|Romance,A Comedy and Romance film.
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,A Action and Drama and Sci-Fi and Thriller film.
5945,About Schmidt (2002),Comedy|Drama,A Comedy and Drama film.
5947,Evelyn (2002),Drama,A Drama film.
5949,Intact (Intacto) (2001),Thriller,A Thriller film.
5951,Morvern Callar (2002),Drama,A Drama film.
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,A Adventure and Fantasy film.
5953,Devils on the Doorstep (Guizi lai le) (2000),Drama|War,A Drama and War film.
5954,25th Hour (2002),Crime|Drama,A Crime and Drama film.
5955,Antwone Fisher (2002),Drama,A Drama film.
5956,Gangs of New York (2002),Crime|Drama,A Crime and Drama film.
5957,Two Weeks Notice (2002),Comedy|Romance,A Comedy and Romance film.
5959,Narc (2002),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
5961,Blue Steel (1990),Action|Thriller,A Action and Thriller film.
5962,Body of Evidence (1993),Drama|Thriller,A Drama and Thriller film.
5963,"Children's Hour, The (1961)",Drama,A Drama film.
5965,"Duellists, The (1977)",Action|War,A Action and War film.
5968,Miami Blues (1990),Comedy|Crime|Drama,A Comedy and Crime and Drama film.
5969,My Girl 2 (1994),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
5970,My Girl (1991),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,A Animation and Children and Drama and Fantasy film.
5974,"Thief of Bagdad, The (1940)",Adventure|Fantasy,A Adventure and Fantasy film.
5975,War and Peace (1956),Drama|Romance|War,A Drama and Romance and War film.
5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi,A Horror and Sci-Fi film.
5980,Black Christmas (1974),Horror|Mystery|Thriller,A Horror and Mystery and Thriller film.
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,A Drama and Romance film.
5986,Fat City (1972),Drama,A Drama film.
5988,Quicksilver (1986),Drama,A Drama film.
5989,Catch Me If You Can (2002),Crime|Drama,A Crime and Drama film.
5990,Pinocchio (2002),Children|Comedy|Fantasy,A Children and Comedy and Fantasy film.
5991,Chicago (2002),Comedy|Crime|Drama|Musical,A Comedy and Crime and Drama and Musical film.
5992,"Hours, The (2002)",Drama|Romance,A Drama and Romance film.
5993,Max (2002),Drama,A Drama film.
5994,Nicholas Nickleby (2002),Drama|Romance,A Drama and Romance film.
5995,"Pianist, The (2002)",Drama|War,A Drama and War film.
5999,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,A Action and Adventure and Animation and Fantasy and Sci-Fi film.
6001,"King of Comedy, The (1983)",Comedy|Drama,A Comedy and Drama film.
6002,Love Liza (2002),Drama,A Drama film.
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,A Comedy and Crime and Drama and Thriller film.
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,A Comedy and Documentary film.
6006,Just Married (2003),Comedy|Romance,A Comedy and Romance film.
6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
6012,"Guy Thing, A (2003)",Comedy|Romance,A Comedy and Romance film.
6013,Kangaroo Jack (2003),Action|Comedy,A Action and Comedy film.
6014,National Security (2003),Action|Comedy,A Action and Comedy film.
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,A Action and Adventure and Crime and Drama and Thriller film.
6020,Alice Adams (1935),Comedy|Drama,A Comedy and Drama film.
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
6022,American Me (1992),Drama,A Drama film.
6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,A Comedy and Crime and Drama and Romance film.
6025,CB4 - The Movie (1993),Comedy,A Comedy film.
6027,Dogfight (1991),Drama|Romance,A Drama and Romance film.
6030,Girls! Girls! Girls! (1962),Comedy|Musical,A Comedy and Musical film.
6031,Imitation of Life (1959),Drama|Romance,A Drama and Romance film.
6033,Mystery Date (1991),Comedy,A Comedy film.
6035,Pépé le Moko (1937),Crime|Drama|Romance,A Crime and Drama and Romance film.
6036,Secret Admirer (1985),Comedy|Romance,A Comedy and Romance film.
6039,"Woman in Red, The (1984)",Comedy|Romance,A Comedy and Romance film.
6040,Darkness Falls (2003),Horror|Thriller,A Horror and Thriller film.
6041,Amen. (2002),Drama,A Drama film.
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,A Documentary film.
6044,Blind Date (1984),Horror|Thriller,A Horror and Thriller film.
6049,Ethan Frome (1993),Drama,A Drama film.
6051,"Harder They Come, The (1973)",Action|Crime|Drama,A Action and Crime and Drama film.
6055,Sugar Hill (1994),Drama,A Drama film.
6057,Biker Boyz (2003),Action|Crime|Drama,A Action and Crime and Drama film.
6058,Final Destination 2 (2003),Horror|Thriller,A Horror and Thriller film.
6059,"Recruit, The (2003)",Action|Thriller,A Action and Thriller film.
6060,"Guru, The (2002)",Comedy|Romance,A Comedy and Romance film.
6062,Lost in La Mancha (2002),Documentary,A Documentary film.
6063,May (2002),Drama|Horror,A Drama and Horror film.
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,A Drama and Film-Noir film.
6067,Ordinary Decent Criminal (2000),Comedy|Crime,A Comedy and Crime film.
6070,Tokyo Decadence (Topâzu) (1992),Drama,A Drama film.
6078,Firefox (1982),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
6086,"I, the Jury (1982)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
6090,Kiss Me Goodbye (1982),Comedy,A Comedy film.
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,A Animation and Children and Fantasy film.
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,A Action film.
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,A Comedy and Romance film.
6101,Missing (1982),Drama|Mystery|Thriller,A Drama and Mystery and Thriller film.
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,A Comedy film.
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,A Drama and War film.
6111,Paradise (1982),Adventure|Romance,A Adventure and Romance film.
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,A Adventure and Comedy and Musical film.
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,A Comedy film.
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,A Comedy and Documentary film.
6123,Sunless (Sans Soleil) (1983),Documentary,A Documentary film.
6124,Savannah Smiles (1982),Comedy,A Comedy film.
6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,A Comedy and Documentary and Musical film.
6140,Tenebre (1982),Horror|Mystery|Thriller,A Horror and Mystery and Thriller film.
6141,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,A Comedy film.
6143,Trail of the Pink Panther (1982),Comedy|Crime,A Comedy and Crime film.
6145,Venom (1982),Horror|Thriller,A Horror and Thriller film.
6148,White Dog (1982),Drama|Horror|Thriller,A Drama and Horror and Thriller film.
6153,Zapped! (1982),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,A Comedy and Romance film.
6156,Shanghai Knights (2003),Action|Adventure|Comedy,A Action and Adventure and Comedy film.
6157,Daredevil (2003),Action|Crime,A Action and Crime film.
6158,"Jungle Book 2, The (2003)",Animation|Children,A Animation and Children film.
6159,All the Real Girls (2003),Drama|Romance,A Drama and Romance film.
6162,Gerry (2002),Adventure|Drama,A Adventure and Drama film.
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,A Romance and Thriller film.
6166,Dennis the Menace (1993),Comedy,A Comedy film.
6169,"Black Stallion Returns, The (1983)",Adventure|Children,A Adventure and Children film.
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,A Adventure and Children and Drama film.
6178,"Patch of Blue, A (1965)",Drama|Romance,A Drama and Romance film.
6181,"Red Badge of Courage, The (1951)",Drama|War,A Drama and War film.
6182,"Thrill of It All, The (1963)",Comedy,A Comedy film.
6183,Pillow Talk (1959),Comedy|Musical|Romance,A Comedy and Musical and Romance film.
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,A Drama and Sci-Fi film.
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
6186,Gods and Generals (2003),Action|Drama|War,A Action and Drama and War film.
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
6188,Old School (2003),Comedy,A Comedy film.
6192,Open Hearts (Elsker dig for evigt) (2002),Romance,A Romance film.
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,A Comedy and Drama and Thriller film.
6195,Stone Reader (2002),Documentary,A Documentary film.
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
6197,Spider (2002),Drama|Mystery,A Drama and Mystery film.
6201,Lady Jane (1986),Drama|Romance,A Drama and Romance film.
6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6203,Life Stinks (1991),Comedy,A Comedy film.
6204,"Meteor Man, The (1993)",Comedy,A Comedy film.
6210,Volcano High (Whasango) (2001),Action|Comedy,A Action and Comedy film.
6212,Bringing Down the House (2003),Comedy,A Comedy film.
6213,Tears of the Sun (2003),Action|Drama|Thriller,A Action and Drama and Thriller film.
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
6215,Laurel Canyon (2002),Drama,A Drama film.
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,A Drama film.
6217,"Safety of Objects, The (2001)",Drama,A Drama film.
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6219,"Hunted, The (2003)",Action|Drama|Thriller,A Action and Drama and Thriller film.
6220,Willard (2003),Drama|Horror|Thriller,A Drama and Horror and Thriller film.
6222,Prozac Nation (2001),Drama,A Drama film.
6223,Spun (2001),Comedy|Crime|Drama,A Comedy and Crime and Drama film.
6225,King of Kings (1961),Drama,A Drama film.
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,A Comedy and Romance and Thriller film.
6232,Born Free (1966),Adventure|Children|Drama,A Adventure and Children and Drama film.
6234,Equus (1977),Drama|Mystery,A Drama and Mystery film.
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,A Drama and War film.
6237,"Glenn Miller Story, The (1953)",Drama,A Drama film.
6238,Green Card (1990),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,A Adventure and Children and Sci-Fi film.
6241,Pauline at the Beach (Pauline à la Plage) (1983),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,A Horror and Mystery and Thriller film.
6244,Salaam Bombay! (1988),Drama,A Drama film.
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance,A Comedy and Drama and Musical and Romance film.
6246,Talent for the Game (1991),Drama,A Drama film.
6249,Boat Trip (2003),Comedy,A Comedy film.
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,A Drama and Horror and Sci-Fi and Thriller film.
6251,Piglet's Big Movie (2003),Animation|Children,A Animation and Children film.
6252,View from the Top (2003),Comedy|Romance,A Comedy and Romance film.
6254,"Awful Truth, The (1937)",Comedy|Romance,A Comedy and Romance film.
6263,Basic (2003),Drama|Thriller|War,A Drama and Thriller and War film.
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,A Action and Drama and Sci-Fi and Thriller film.
6265,Head of State (2003),Comedy,A Comedy film.
6266,What a Girl Wants (2003),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6267,Assassination Tango (2002),Drama|Thriller,A Drama and Thriller film.
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6269,Stevie (2002),Documentary,A Documentary film.
6270,Akira Kurosawa's Dreams (Dreams) (1990),Drama|Fantasy,A Drama and Fantasy film.
6271,Day for Night (La Nuit Américaine) (1973),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,A Drama and Film-Noir and Mystery and Romance film.
6279,"Good Thief, The (2002)",Crime|Drama,A Crime and Drama film.
6280,"Man Apart, A (2003)",Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
6281,Phone Booth (2002),Drama|Thriller,A Drama and Thriller film.
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,A Action and Animation and Sci-Fi and Thriller film.
6285,Levity (2003),Drama,A Drama film.
6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama,A Comedy and Crime and Drama film.
6287,Anger Management (2003),Comedy,A Comedy film.
6288,Better Luck Tomorrow (2002),Crime|Drama,A Crime and Drama film.
6289,Ghosts of the Abyss (2003),Documentary|IMAX,A Documentary and IMAX film.
6290,House of 1000 Corpses (2003),Horror,A Horror film.
6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,A Crime and Drama film.
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,A Action and Adventure and Sci-Fi film.
6295,Chasing Papi (a.k.a. Papi Chulo) (2003),Comedy,A Comedy film.
6296,"Mighty Wind, A (2003)",Comedy|Musical,A Comedy and Musical film.
6297,Holes (2003),Adventure|Children|Comedy|Mystery,A Adventure and Children and Comedy and Mystery film.
6298,Malibu's Most Wanted (2003),Comedy|Crime,A Comedy and Crime film.
6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,A Documentary film.
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime,A Action and Comedy and Crime film.
6301,Straw Dogs (1971),Drama|Thriller,A Drama and Thriller film.
6302,Beginning of the End (1957),Sci-Fi,A Sci-Fi film.
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi,A Mystery and Sci-Fi film.
6305,Fahrenheit 451 (1966),Drama|Sci-Fi,A Drama and Sci-Fi film.
6306,I Am Trying to Break Your Heart (2002),Documentary,A Documentary film.
6308,Legal Eagles (1986),Comedy|Crime|Romance,A Comedy and Crime and Romance film.
6310,Memories of Me (1988),Comedy|Drama,A Comedy and Drama film.
6313,Sibling Rivalry (1990),Comedy,A Comedy film.
6314,Undercover Blues (1993),Comedy|Crime,A Comedy and Crime film.
6315,Wildcats (1986),Comedy,A Comedy film.
6316,"Wiz, The (1978)",Adventure|Children|Comedy|Fantasy|Musical,A Adventure and Children and Comedy and Fantasy and Musical film.
6319,"My Father the Hero (Mon père, ce héros.) (1991)",Comedy|Drama,A Comedy and Drama film.
6320,Scenes from a Mall (1991),Comedy,A Comedy film.
6322,Confidence (2003),Crime|Thriller,A Crime and Thriller film.
6323,Identity (2003),Crime|Horror|Mystery|Thriller,A Crime and Horror and Mystery and Thriller film.
6324,It Runs in the Family (2003),Comedy|Drama,A Comedy and Drama film.
6327,"Decade Under the Influence, A (2003)",Documentary,A Documentary film.
6329,Manic (2001),Drama,A Drama film.
6330,People I Know (2002),Crime|Drama,A Crime and Drama film.
6331,Spellbound (2002),Documentary,A Documentary film.
6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance,A Children and Comedy and Romance film.
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,A Action and Adventure and Sci-Fi and Thriller film.
6334,Blue Car (2002),Drama,A Drama film.
6335,"Dancer Upstairs, The (2002)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama,A Drama film.
6337,Owning Mahowny (2003),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
6338,Daddy Day Care (2003),Children|Comedy,A Children and Comedy film.
6339,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama,A Comedy and Drama film.
6341,"Shape of Things, The (2003)",Drama,A Drama film.
6342,"Trip, The (2002)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6344,101 Reykjavik (101 Reykjavík) (2000),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical,A Comedy and Drama and Musical film.
6347,Beat Street (1984),Drama|Musical,A Drama and Musical film.
6348,Breakin' 2: Electric Boogaloo (1984),Musical,A Musical film.
6349,Breakin' (1984),Drama|Musical,A Drama and Musical film.
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,A Action and Adventure and Animation and Children and Fantasy and Sci-Fi film.
6357,High Society (1956),Comedy|Musical|Romance,A Comedy and Musical and Romance film.
6358,Kiss Me Kate (1953),Comedy|Musical|Romance,A Comedy and Musical and Romance film.
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,A Action and Adventure and Sci-Fi and Thriller and IMAX film.
6367,Down with Love (2003),Comedy|Romance,A Comedy and Romance film.
6368,Cinemania (2002),Documentary,A Documentary film.
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
6371,Pokémon Heroes (2003),Animation|Children,A Animation and Children film.
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,A Comedy and Drama and Fantasy and Romance film.
6374,"In-Laws, The (2003)",Comedy,A Comedy film.
6375,Gigantic (A Tale of Two Johns) (2002),Documentary,A Documentary film.
6376,Respiro (2002),Comedy|Drama,A Comedy and Drama film.
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,A Adventure and Animation and Children and Comedy film.
6378,"Italian Job, The (2003)",Action|Crime,A Action and Crime film.
6379,Wrong Turn (2003),Horror|Thriller,A Horror and Thriller film.
6380,Capturing the Friedmans (2003),Documentary,A Documentary film.
6382,Together (Han ni Zai Yiki) (2002),Drama,A Drama film.
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller,A Action and Crime and Thriller film.
6385,Whale Rider (2002),Drama,A Drama film.
6386,Nevada Smith (1966),Western,A Western film.
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller,A Action and Comedy and Crime and Thriller film.
6390,Silk Stockings (1957),Musical,A Musical film.
6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Action|Drama|Horror|Sci-Fi|Thriller,A Action and Drama and Horror and Sci-Fi and Thriller film.
6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary,A Documentary film.
6402,Siam Sunset (1999),Comedy,A Comedy film.
6405,Treasure Island (1950),Adventure|Children,A Adventure and Children film.
6407,"Walk, Don't Run (1966)",Comedy|Romance,A Comedy and Romance film.
6408,Animals are Beautiful People (1974),Comedy|Documentary,A Comedy and Documentary film.
6410,Car Wash (1976),Comedy,A Comedy film.
6412,Destry Rides Again (1939),Comedy|Western,A Comedy and Western film.
6415,Intervista (1987),Comedy|Drama,A Comedy and Drama film.
6417,Live Wire (1992),Action,A Action film.
6422,Shenandoah (1965),Drama|War|Western,A Drama and War and Western film.
6424,Oscar (1991),Comedy|Crime|Mystery|Romance,A Comedy and Crime and Mystery and Romance film.
6425,"6th Man, The (Sixth Man, The) (1997)",Comedy,A Comedy film.
6427,"Railway Children, The (1970)",Children|Drama,A Children and Drama film.
6428,Two Mules for Sister Sara (1970),Comedy|War|Western,A Comedy and War and Western film.
6429,Winchester '73 (1950),Western,A Western film.
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary,A Documentary film.
6434,"Objective, Burma! (1945)",War,A War film.
6436,This Boy's Life (1993),Drama,A Drama film.
6440,Barton Fink (1991),Drama|Thriller,A Drama and Thriller film.
6442,Belle époque (1992),Comedy|Romance,A Comedy and Romance film.
6448,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama,A Action and Adventure and Drama film.
6449,From the Terrace (1960),Drama,A Drama film.
6452,"Long, Hot Summer, The (1958)",Drama,A Drama film.
6453,Man of Aran (1934),Documentary,A Documentary film.
6454,Music Box (1989),Drama,A Drama film.
6460,"Trial, The (Procès, Le) (1962)",Drama,A Drama film.
6461,"Unforgiven, The (1960)",Drama|Western,A Drama and Western film.
6464,Good Burger (1997),Children|Comedy,A Children and Comedy film.
6465,Jubilee (1977),Drama,A Drama film.
6466,Mississippi Masala (1991),Drama|Romance,A Drama and Romance film.
6476,Shattered (1991),Mystery|Thriller,A Mystery and Thriller film.
